round,mm_reward,mm_ep_len,mm_spread,pf_reward,pf_ep_len,pf_total_return,pf_max_drawdown
1,16.12437639780797,252.0,9916.616609746878,38.45105077205258,252.0,0.9526478713346744,0.20373128375561783
2,39.466244240164094,252.0,28106.849285871536,37.28467049518447,252.0,0.9527716101138746,0.2045755616707429
3,164.82204832910762,252.0,135874.9876897251,36.62365548033582,252.0,0.9506326789933914,0.206143912140263
4,111.26038675414931,252.0,106448.31131325389,37.126098790562665,252.0,0.9477403950288987,0.2042735816793565
5,362.087327849503,252.0,304277.70292816265,37.06313822613557,252.0,0.9441294887036609,0.20391677737866293
